0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-8.499340894964E+01,3.884733648344E-02,0.000000000000E+00,2.698682446907E-03,8.827795889711E-03,4.542375119934E-02,3.180741542807E+04,0.000000000000E+00
0.000000000000E+00,9.600000000000E+02,0.000000000000E+00,-9.306939223989E+01,1.165784983899E-01,0.000000000000E+00,3.543403290644E-03,5.024371571716E-02,1.187163928922E-01,2.085683224096E+04,-1.095058318711E+03
0.000000000000E+00,9.800000000000E+02,0.000000000000E+00,-1.182792310736E+02,1.565389403658E-01,0.000000000000E+00,7.273323603230E-03,9.136114711932E-02,1.558325386466E-01,1.201423559828E+04,2.107986544433E+02
0.000000000000E+00,1.000000000000E+03,0.000000000000E+00,-1.374242868270E+02,1.888772038941E-01,0.000000000000E+00,1.140777791391E-02,1.252918275716E-01,1.890772958602E-01,1.217898383992E+04,-1.943238302792E+02
0.000000000000E+00,1.020000000000E+03,0.000000000000E+00,-1.532883397537E+02,2.174988925983E-01,0.000000000000E+00,1.583214348648E-02,1.559858695592E-01,2.174425628831E-01,1.027697369531E+04,4.122815817592E+00
0.000000000000E+00,1.040000000000E+03,0.000000000000E+00,-1.670471392922E+02,2.438969252829E-01,0.000000000000E+00,2.048946513830E-02,1.833925668550E-01,2.438823288664E-01,9.877337829386E+03,-4.408640240956E+01
0.000000000000E+00,1.060000000000E+03,0.000000000000E+00,-1.792881552639E+02,2.688274745801E-01,0.000000000000E+00,2.533197746257E-02,2.081744094093E-01,2.687525033961E-01,9.349707042108E+03,-8.676676318209E+00
0.000000000000E+00,1.080000000000E+03,0.000000000000E+00,-1.903902943287E+02,2.927322218229E-01,0.000000000000E+00,3.033537076978E-02,2.307366298327E-01,2.927507833688E-01,9.045990353178E+03,-2.169499257476E+01
0.000000000000E+00,1.100000000000E+03,0.000000000000E+00,-2.005895022856E+02,3.158950696964E-01,0.000000000000E+00,3.547643449275E-02,2.511980179542E-01,3.158610326543E-01,8.760128583866E+03,-6.891184356490E+00
0.000000000000E+00,1.120000000000E+03,0.000000000000E+00,-2.100498788715E+02,3.385115676176E-01,0.000000000000E+00,4.073643694889E-02,2.699551592048E-01,3.385183477825E-01,8.661795722265E+03,-2.942101803569E+00
0.000000000000E+00,1.140000000000E+03,0.000000000000E+00,-2.189031505101E+02,3.607191982448E-01,0.000000000000E+00,4.610755317426E-02,2.871951334311E-01,3.608384616708E-01,8.430337479261E+03,-2.020372249687E+01
0.000000000000E+00,1.160000000000E+03,0.000000000000E+00,-2.272376091498E+02,3.826227806919E-01,0.000000000000E+00,5.157710104447E-02,3.028397551213E-01,3.825261473616E-01,8.336980335524E+03,1.086800812323E+01
0.000000000000E+00,1.180000000000E+03,0.000000000000E+00,-2.351254728701E+02,4.043012890016E-01,0.000000000000E+00,5.713675291071E-02,3.174550623443E-01,4.043248574204E-01,8.340935769305E+03,-1.047246474523E+01
0.000000000000E+00,1.200000000000E+03,0.000000000000E+00,-2.426342181302E+02,4.258147024541E-01,0.000000000000E+00,6.278744946070E-02,3.308808511618E-01,4.258229672432E-01,8.199980092247E+03,-3.623102960507E+00
0.000000000000E+00,1.220000000000E+03,0.000000000000E+00,-2.498029402491E+02,4.472136955337E-01,0.000000000000E+00,6.851876097386E-02,3.432867296153E-01,4.471748303457E-01,8.244844705093E+03,8.109564245097E+00
0.000000000000E+00,1.240000000000E+03,0.000000000000E+00,-2.566787506962E+02,4.685367941770E-01,0.000000000000E+00,7.433387244502E-02,3.548977223499E-01,4.686423752614E-01,8.171115085695E+03,-1.548252618488E+01
0.000000000000E+00,1.260000000000E+03,0.000000000000E+00,-2.632898374466E+02,4.898170634268E-01,0.000000000000E+00,8.022679166649E-02,3.655238265474E-01,4.897337853562E-01,8.120990130080E+03,1.047003062339E+01
0.000000000000E+00,1.280000000000E+03,0.000000000000E+00,-2.696647167355E+02,5.110811990193E-01,0.000000000000E+00,8.619649964406E-02,3.755382778002E-01,5.110504542707E-01,8.221331082618E+03,-4.359353696550E-01
0.000000000000E+00,1.300000000000E+03,0.000000000000E+00,-2.758297239674E+02,5.323516501859E-01,0.000000000000E+00,9.224451421849E-02,3.848874306669E-01,5.324179149986E-01,8.188247714700E+03,-2.872401422161E+00
0.000000000000E+00,1.320000000000E+03,0.000000000000E+00,-2.818037413881E+02,5.536473589545E-01,0.000000000000E+00,9.836887661557E-02,3.936199179334E-01,5.536814701443E-01,8.159025243003E+03,-4.984574754948E-02
0.000000000000E+00,1.340000000000E+03,0.000000000000E+00,-2.876039867626E+02,5.749842550418E-01,0.000000000000E+00,1.045688275880E-01,4.016081193640E-01,5.749660027472E-01,8.213421691168E+03,5.489490564101E+00
0.000000000000E+00,1.360000000000E+03,0.000000000000E+00,-2.932460510521E+02,5.963759427914E-01,0.000000000000E+00,1.108444948999E-01,4.098200427979E-01,5.963896616428E-01,8.209582078334E+03,-5.873451847516E+00
0.000000000000E+00,1.380000000000E+03,0.000000000000E+00,-2.987269782416E+02,6.178523293828E-01,0.000000000000E+00,1.171766346232E-01,4.138657851304E-01,6.177992571433E-01,8.314682301968E+03,1.638347421095E+01
0.000000000000E+00,1.400000000000E+03,0.000000000000E+00,-3.038312244455E+02,6.396635371885E-01,0.000000000000E+00,1.232863395464E-01,4.169177395886E-01,6.396910732674E-01,8.437684321236E+03,-4.083272284193E+00
0.000000000000E+00,1.420000000000E+03,0.000000000000E+00,-3.087366317868E+02,6.616190430278E-01,0.000000000000E+00,1.293547229950E-01,4.237126009834E-01,6.616202719017E-01,8.439432056400E+03,4.258045800647E+00
0.000000000000E+00,1.440000000000E+03,0.000000000000E+00,-3.135260925727E+02,6.836471679830E-01,0.000000000000E+00,1.354686892140E-01,4.303940498268E-01,6.836627507541E-01,8.483081783288E+03,1.069268881287E-01
0.000000000000E+00,1.460000000000E+03,0.000000000000E+00,-3.182231026183E+02,7.057414411635E-01,0.000000000000E+00,1.416488413530E-01,4.369048714136E-01,7.057532863396E-01,8.492680144992E+03,8.529092822318E-01
0.000000000000E+00,1.480000000000E+03,0.000000000000E+00,-3.228408918784E+02,7.279046998200E-01,0.000000000000E+00,1.479052439231E-01,4.430989489237E-01,7.279095803322E-01,8.541811860851E+03,4.060262303684E+00
0.000000000000E+00,1.500000000000E+03,0.000000000000E+00,-3.273884684482E+02,7.501423598316E-01,0.000000000000E+00,1.542439491662E-01,4.489821783637E-01,7.501485436226E-01,8.506753400289E+03,-7.566108359842E+00
