0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-8.499340894964E+01,3.884733648344E-02,0.000000000000E+00,2.698682446907E-03,3.655154494783E+01,5.938744647637E-02,0.000000000000E+00
0.000000000000E+00,9.600000000000E+02,0.000000000000E+00,-9.306939223989E+01,1.165784983899E-01,0.000000000000E+00,3.543403290644E-03,1.101837226866E+02,1.739013875397E+00,0.000000000000E+00
0.000000000000E+00,9.800000000000E+02,0.000000000000E+00,-1.182792310736E+02,1.565389403658E-01,0.000000000000E+00,7.273323603230E-03,1.489249323101E+02,4.489223909800E+00,0.000000000000E+00
0.000000000000E+00,1.000000000000E+03,0.000000000000E+00,-1.374242868270E+02,1.888772038941E-01,0.000000000000E+00,1.140777791391E-02,1.809314671607E+02,7.951834550839E+00,0.000000000000E+00
0.000000000000E+00,1.020000000000E+03,0.000000000000E+00,-1.532883397537E+02,2.174988925983E-01,0.000000000000E+00,1.583214348648E-02,2.098343075597E+02,1.201993161930E+01,0.000000000000E+00
0.000000000000E+00,1.040000000000E+03,0.000000000000E+00,-1.670471392922E+02,2.438969252829E-01,0.000000000000E+00,2.048946513830E-02,2.370213663062E+02,1.663701003717E+01,0.000000000000E+00
0.000000000000E+00,1.060000000000E+03,0.000000000000E+00,-1.792881552639E+02,2.688274745801E-01,0.000000000000E+00,2.533197746257E-02,2.631950124137E+02,2.176491074135E+01,0.000000000000E+00
0.000000000000E+00,1.080000000000E+03,0.000000000000E+00,-1.903902943287E+02,2.927322218229E-01,0.000000000000E+00,3.033537076978E-02,2.887710336562E+02,2.738136703190E+01,0.000000000000E+00
0.000000000000E+00,1.100000000000E+03,0.000000000000E+00,-2.005895022856E+02,3.158950696964E-01,0.000000000000E+00,3.547643449275E-02,3.140178228755E+02,3.346904858360E+01,0.000000000000E+00
0.000000000000E+00,1.120000000000E+03,0.000000000000E+00,-2.100498788715E+02,3.385115676176E-01,0.000000000000E+00,4.073643694889E-02,3.391203105943E+02,4.001286111143E+01,0.000000000000E+00
0.000000000000E+00,1.140000000000E+03,0.000000000000E+00,-2.189031505101E+02,3.607191982448E-01,0.000000000000E+00,4.610755317426E-02,3.642161122578E+02,4.700752670751E+01,0.000000000000E+00
0.000000000000E+00,1.160000000000E+03,0.000000000000E+00,-2.272376091498E+02,3.826227806919E-01,0.000000000000E+00,5.157710104447E-02,3.894055900166E+02,5.444220596908E+01,0.000000000000E+00
0.000000000000E+00,1.180000000000E+03,0.000000000000E+00,-2.351254728701E+02,4.043012890016E-01,0.000000000000E+00,5.713675291071E-02,4.147666958349E+02,6.230935253540E+01,0.000000000000E+00
0.000000000000E+00,1.200000000000E+03,0.000000000000E+00,-2.426342181302E+02,4.258147024541E-01,0.000000000000E+00,6.278744946070E-02,4.403698491222E+02,7.061317024946E+01,0.000000000000E+00
0.000000000000E+00,1.220000000000E+03,0.000000000000E+00,-2.498029402491E+02,4.472136955337E-01,0.000000000000E+00,6.851876097386E-02,4.662601905075E+02,7.934133481631E+01,0.000000000000E+00
0.000000000000E+00,1.240000000000E+03,0.000000000000E+00,-2.566787506962E+02,4.685367941770E-01,0.000000000000E+00,7.433387244502E-02,4.924894862970E+02,8.850092375726E+01,0.000000000000E+00
0.000000000000E+00,1.260000000000E+03,0.000000000000E+00,-2.632898374466E+02,4.898170634268E-01,0.000000000000E+00,8.022679166649E-02,5.190897989164E+02,9.808453481659E+01,0.000000000000E+00
0.000000000000E+00,1.280000000000E+03,0.000000000000E+00,-2.696647167355E+02,5.110811990193E-01,0.000000000000E+00,8.619649964406E-02,5.460934991879E+02,1.080917809599E+02,0.000000000000E+00
0.000000000000E+00,1.300000000000E+03,0.000000000000E+00,-2.758297239674E+02,5.323516501859E-01,0.000000000000E+00,9.224451421849E-02,5.735332181083E+02,1.185268933116E+02,0.000000000000E+00
0.000000000000E+00,1.320000000000E+03,0.000000000000E+00,-2.818037413881E+02,5.536473589545E-01,0.000000000000E+00,9.836887661557E-02,6.014316482399E+02,1.293878178059E+02,0.000000000000E+00
0.000000000000E+00,1.340000000000E+03,0.000000000000E+00,-2.876039867626E+02,5.749842550418E-01,0.000000000000E+00,1.045688275880E-01,6.298100149542E+02,1.406742583543E+02,0.000000000000E+00
0.000000000000E+00,1.360000000000E+03,0.000000000000E+00,-2.932460510521E+02,5.963759427914E-01,0.000000000000E+00,1.108444948999E-01,6.586886716997E+02,1.523875245135E+02,0.000000000000E+00
0.000000000000E+00,1.380000000000E+03,0.000000000000E+00,-2.987269782416E+02,6.178523293828E-01,0.000000000000E+00,1.171766346232E-01,6.881112454351E+02,1.645291183656E+02,0.000000000000E+00
0.000000000000E+00,1.400000000000E+03,0.000000000000E+00,-3.038312244455E+02,6.396635371885E-01,0.000000000000E+00,1.232863395464E-01,7.184294169461E+02,1.771037257131E+02,0.000000000000E+00
0.000000000000E+00,1.420000000000E+03,0.000000000000E+00,-3.087366317868E+02,6.616190430278E-01,0.000000000000E+00,1.293547229950E-01,7.493870064466E+02,1.901165284148E+02,0.000000000000E+00
0.000000000000E+00,1.440000000000E+03,0.000000000000E+00,-3.135260925727E+02,6.836471679830E-01,0.000000000000E+00,1.354686892140E-01,7.808876153808E+02,2.035693079119E+02,0.000000000000E+00
0.000000000000E+00,1.460000000000E+03,0.000000000000E+00,-3.182231026183E+02,7.057414411635E-01,0.000000000000E+00,1.416488413530E-01,8.129247237348E+02,2.174633388367E+02,0.000000000000E+00
0.000000000000E+00,1.480000000000E+03,0.000000000000E+00,-3.228408918784E+02,7.279046998200E-01,0.000000000000E+00,1.479052439231E-01,8.455050730453E+02,2.317998790889E+02,0.000000000000E+00
0.000000000000E+00,1.500000000000E+03,0.000000000000E+00,-3.273884684482E+02,7.501423598316E-01,0.000000000000E+00,1.542439491662E-01,8.786394057349E+02,2.465802713661E+02,0.000000000000E+00
0.000000000000E+00,1.520000000000E+03,0.000000000000E+00,-3.318725565430E+02,7.724604491695E-01,0.000000000000E+00,1.606689915032E-01,9.123397070989E+02,2.618059719525E+02,0.000000000000E+00
0.000000000000E+00,1.540000000000E+03,0.000000000000E+00,-3.362984500185E+02,7.948648825715E-01,0.000000000000E+00,1.671832187815E-01,9.466181474567E+02,2.774785551295E+02,0.000000000000E+00
0.000000000000E+00,1.560000000000E+03,0.000000000000E+00,-3.406704595944E+02,8.173611775096E-01,0.000000000000E+00,1.737887073902E-01,9.814866329820E+02,2.935997080850E+02,0.000000000000E+00
0.000000000000E+00,1.580000000000E+03,0.000000000000E+00,-3.449921824704E+02,8.399543606583E-01,0.000000000000E+00,1.804869984074E-01,1.016956667718E+03,3.101712614048E+02,0.000000000000E+00
0.000000000000E+00,1.600000000000E+03,0.000000000000E+00,-3.492669719032E+02,8.626498053768E-01,0.000000000000E+00,1.872797202028E-01,1.053044163802E+03,3.271986884667E+02,0.000000000000E+00
