0.000000000000E+00,9.400000000000E+02,0.000000000000E+00,-4.000000000000E+02,5.799952589509E-02,0.000000000000E+00,-5.486629073348E-02,7.334541999302E+01,3.120650641757E+00,0.000000000000E+00,-7.576452924047E+01,-1.004024971968E+02,-6.346577310259E-02,1.009385894861E+01,-1.065507329464E-01,-1.056076588419E+01,0.000000000000E+00,5.799952589509E-02,0.000000000000E+00,3.133235161611E-03,5.486629073348E-02
0.000000000000E+00,9.600000000000E+02,0.000000000000E+00,-4.000000000000E+02,9.875921031127E-02,0.000000000000E+00,-5.649243002482E-02,1.127333794232E+02,4.672434485504E+00,0.000000000000E+00,-6.738203768932E+01,-9.861040214383E+01,-8.236484222025E-01,1.559671105478E+01,-3.815157625252E-01,-1.296085564366E+01,0.000000000000E+00,9.875921031127E-02,0.000000000000E+00,4.226678028644E-02,5.649243002482E-02
0.000000000000E+00,9.800000000000E+02,0.000000000000E+00,-4.000000000000E+02,1.354198303987E-01,0.000000000000E+00,-5.473844823839E-02,1.475783689495E+02,7.028444136522E+00,0.000000000000E+00,-6.118926251176E+01,-9.757762586093E+01,-1.494009438859E+00,2.006817433626E+01,-7.870927773441E-01,-1.468221832338E+01,0.000000000000E+00,1.354198303987E-01,0.000000000000E+00,8.068138216027E-02,5.473844823839E-02
0.000000000000E+00,1.000000000000E+03,0.000000000000E+00,-4.000000000000E+02,1.654065532633E-01,0.000000000000E+00,-5.262094660859E-02,1.764099379214E+02,1.004499398528E+01,0.000000000000E+00,-5.690792990938E+01,-9.700007794289E+01,-1.983792982012E+00,2.345666090505E+01,-1.221930084885E+00,-1.599737146502E+01,0.000000000000E+00,1.654065532633E-01,0.000000000000E+00,1.127856066547E-01,5.262094660859E-02
0.000000000000E+00,1.020000000000E+03,0.000000000000E+00,-4.000000000000E+02,1.915109306360E-01,0.000000000000E+00,-5.048481697032E-02,2.019159525461E+02,1.361912349084E+01,0.000000000000E+00,-5.368226347716E+01,-9.664454642301E+01,-2.359577779510E+00,2.623685672205E+01,-1.667186851495E+00,-1.710244429736E+01,0.000000000000E+00,1.915109306360E-01,0.000000000000E+00,1.410261136657E-01,5.048481697032E-02
0.000000000000E+00,1.040000000000E+03,0.000000000000E+00,-4.000000000000E+02,2.152100958722E-01,0.000000000000E+00,-4.835981255100E-02,2.254728910581E+02,1.768953366933E+01,0.000000000000E+00,-5.110921624427E+01,-9.641514764047E+01,-2.660075027146E+00,2.864094878821E+01,-2.118870685476E+00,-1.808044886933E+01,0.000000000000E+00,2.152100958722E-01,0.000000000000E+00,1.668502833212E-01,4.835981255100E-02
0.000000000000E+00,1.060000000000E+03,0.000000000000E+00,-4.000000000000E+02,2.373142443760E-01,0.000000000000E+00,-4.623339399192E-02,2.478294953330E+02,2.221696130238E+01,0.000000000000E+00,-4.897812979102E+01,-9.626569301932E+01,-2.907617617438E+00,3.079180106073E+01,-2.576294811949E+00,-1.897299268590E+01,0.000000000000E+00,2.373142443760E-01,0.000000000000E+00,1.910808503841E-01,4.623339399192E-02
0.000000000000E+00,1.080000000000E+03,0.000000000000E+00,-4.000000000000E+02,2.583100099914E-01,0.000000000000E+00,-4.408920193717E-02,2.694357408940E+02,2.717475067160E+01,0.000000000000E+00,-4.716611623802E+01,-9.617087774864E+01,-3.116095669862E+00,3.276146094372E+01,-3.039662600912E+00,-1.980386647487E+01,0.000000000000E+00,2.583100099914E-01,0.000000000000E+00,2.142208080542E-01,4.408920193717E-02
0.000000000000E+00,1.100000000000E+03,0.000000000000E+00,-4.000000000000E+02,2.785117486775E-01,0.000000000000E+00,-4.191349853826E-02,2.905842334376E+02,3.254408952299E+01,0.000000000000E+00,-4.559536430361E+01,-9.611550075928E+01,-3.294719713797E+00,3.459564135752E+01,-3.509409616167E+00,-2.058800755403E+01,0.000000000000E+00,2.785117486775E-01,0.000000000000E+00,2.365982501392E-01,4.191349853826E-02
0.000000000000E+00,1.120000000000E+03,0.000000000000E+00,-4.000000000000E+02,2.981341011362E-01,0.000000000000E+00,-3.969582896405E-02,3.114771535068E+02,3.831137135135E+01,0.000000000000E+00,-4.421349165603E+01,-9.608978742893E+01,-3.449908428335E+00,3.632512337368E+01,-3.985998902607E+00,-2.133546892489E+01,0.000000000000E+00,2.981341011362E-01,0.000000000000E+00,2.584382721722E-01,3.969582896405E-02
